-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.0208	0.962	-0.078	-0.1692	-1.038	-0.078	-0.078	-0.078	-0.078	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	-0.078	0.962	-0.078	-0.078	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
-0.078	-0.078	0.7124	0.962	-0.078	-0.8076	-1.038	-0.078	-0.078	-0.078	-0.1692	
